word,reason,definition
SMOOTHING,too_long,"fr. Smooth, v. Smoothing iron, an iron instrument with apolished face, for smoothing clothes; a sadiron; a flatiron.-- Smoothing plane, a short, finely set plane, for smoothing andfinishing work."
SPOOR,semicolon_dictionary_dump,"The track or trail of any wild animal; as, the spoor of anelephant; -- used originally by travelers in South Africa."
FRICATIVE,too_long,"Produced by the friction or rustling of the breath, intonatedor unintonated, through a narrow opening between two of the mouthorgans; uttered through a close approach, but not with a completeclosure, of the organs of articulation, and hence capable of beingcontinued or prolonged; -- said of certain consonantal sounds, as f,v, s, z, etc.-- n."
SNUG,redirect_definition,"Same as Lug, n., 3."
INSENSITIVE,length_out_of_range,"Not sensitive; wanting sensation, or wanting acute sensibility.Tillotson. Ruskin."
ACHIEVABLE,multi_sentence,Capable of being achieved. Barrow.
LABILITY,forbidden_term,"Liability to lapse, err, or apostatize. [Archaic] Coleridge."
SWORD,too_long,"One of the end bars by which the lay of a hand loom issuspended. Sword arm, the right arm.-- Sword bayonet, a bayonet shaped somewhat like a sword, and whichcan be used as a sword.-- Sword bearer, one who carries his master's sword; an officer inLondon who carries a sword before the lord mayor when he goes abroad.-- Sword belt, a belt by which a sword is suspended, and borne atthe side.-- Sword blade, the blade, or cutting part, of a sword.-- Sword cane, a cane which conceals the blade of a sword or dagger,as in a sheath.-- Sword dance. (a) A dance in which swords are brandished andclashed together by the male dancers. Sir W. Scott. (b) A danceperformed over swords laid on the ground, but without touching them.-- Sword fight, fencing; a combat or trial of skill with swords;swordplay.-- Sword grass. (Bot.) See Gladen.-- Sword knot, a ribbon tied to the hilt of a sword.-- Sword law, government by the sword, or by force; violence.Milton.-- Sword lily. (Bot.) See Gladiolus.-- Sword mat (Naut.), a mat closely woven of yarns; -- so calledfrom a wooden implement used in its manufacture.-- Sword shrimp (Zoöl.), a European shrimp (Pasiphæa sivado) havinga very thin, compressed body.-- Sword stick, a sword cane.-- To measure swords with one. See under Measure, v. t.-- To put to the sword. See under Put."
CLENCH,too_short_or_not_a_definition,See Clinch.
JARGON,too_long,"Confused, unintelligible language; gibberish; hence, anartificial idiom or dialect; cant language; slang. ""A barbarousjargon."" Macaulay. ""All jargon of the schools."" Prior.The jargon which serves the traffickers. Johnson."
LASSIE,semicolon_dictionary_dump,A young girl; a lass. [Scot.]
DILUENT,semicolon_dictionary_dump,"Diluting; making thinner or weaker by admixture, esp. of water.Arbuthnot."
PRECONDITION,length_out_of_range,A previous or antecedent condition; a preliminary condition.
TERNARY,too_long,"Containing, or consisting of, three different parts, aselements, atoms, groups, or radicals, which are regarded as havingdifferent functions or relations in the molecule; thus, sodichydroxide, NaOH, is a ternary compound."
NIM,length_out_of_range,To take; to steal; to filch. [Obs.]This canon it in his hand nam. Chaucer.
TRILOGY,too_long,"A series of three dramas which, although each of them is in onesense complete, have a close mutual relation, and form one historicaland poetical picture. Shakespeare's "" Henry VI."" is an example.On the Greek stage, a drama, or acted story, consisted in reality ofthree dramas, called together a trilogy, and performed consecutivelyin the course of one day. Coleridge."
SHARER,semicolon_dictionary_dump,"One who shares; a participator; a partaker; also, a divider; adistributer."
SHYNESS,too_long,The quality or state of being shy. [Written also shiness.]Frequency in heavenly contemplation is particularly important toprevent a shyness bewtween God and thy soul. Baxter.
TARE,too_short_or_not_a_definition,Tore.
OCHRE,too_short_or_not_a_definition,See Ocher.
LACQUER,too_long,"A varnish, consisting of a solution of shell-lac in alcohol,often colored with gamboge, saffron, or the like; -- used forvarnishing metals, papier-maché, and wood. The name is also given tovarnishes made of other ingredients, esp. the tough, solid varnish ofthe Japanese, with which ornamental objects are made."
EFFECTUATE,too_long,To bring to pass; to effect; to achieve; to accomplish; tofulfill.A fit instrument to effectuate his desire. Sir P. Sidney.In order to effectuate the thorough reform. G. T. Curtis.
VERONICA,semicolon_dictionary_dump,A genus scrophulariaceous plants; the speedwell. See Speedwell.
JURASSIC,too_long,"Of the age of the middle Mesozoic, including, as divided inEngland and Europe, the Lias, Oölite, and Wealden; -- named fromcertain rocks of the Jura mountains.-- n."
INTENTIONAL,length_out_of_range,"Done by intention or design; intended; designed; as, the actwas intentional, not accidental."
HASH,contains_answer_or_variant,"To as, to hash meat. Hudibras."
ARBITRARINESS,length_out_of_range,The quality of being arbitrary; despoticalness; tyranny. Bp.Hall.
VOIDABLE,too_long,"Capable of being avoided, or of being adjudged void, invalid,and of no force; capable of being either avoided or confirmed.If the metropolitan... grants letters of administration, suchadministration is not, but voidable by sentence. Ayliffe."
STEEP,semicolon_dictionary_dump,"Bright; glittering; fiery. [Obs.]His eyen steep, and rolling in his head. Chaucer."
FIN,length_out_of_range,"To carve or cut up, as a chub."
COMPOSITE,too_long,"Belonging to a certain order which is composed of the Ionicorder grafted upon the Corinthian. It is called also the Roman or theItalic order, and is one of the five orders recognized by the Italianwriters of the sixteenth century. See Capital."
DRIVER,too_long,"A part that transmits motion to another part by contact withit, or through an intermediate relatively movable part, as a gearwhich drives another, or a lever which moves another through a link,etc. Specifically:(a) The driving wheel of a locomotive.(b) An attachment to a lathe, spindle, or face plate to turn acarrier.(c) A crossbar on a grinding mill spindle to drive the upper stone."
TRAWL,contains_answer_or_variant,"To take fish, or other marine animals, with a trawl."
HONG,too_long,"A mercantile establishment or factory for foreign trade inChina, as formerly at Canton; a succession of offices connected by acommon passage and used for business or storage. Hong merchant, oneof the few Chinese merchants who, previous to the treaty of 1842,formed a guild which had the exclusive privilege of trading withforeigners."
COIN,contains_answer_or_variant,To manufacture counterfeit money.They cannot touch me for coining. Shak.
CALCULUS,too_long,"Any solid concretion, formed in any part of the body, but mostfrequent in the organs that act as reservoirs, and in the passagesconnected with them; as, biliary calculi; urinary calculi, etc."
SADDLED,semicolon_dictionary_dump,"Having a broad patch of color across the back, like a saddle;saddle-backed."
SOLAR,semicolon_dictionary_dump,"A loft or upper chamber; a garret room. [Obs.] [Written alsosoler, solere, sollar.] Oxf. Gloss."
OBLIQUE,too_short_or_not_a_definition,An oblique line.
ARTIFICIALITY,length_out_of_range,The quality or appearance of being artificial; that which isartificial.
INMATE,too_long,"One who lives in the same house or apartment with another; afellow lodger; esp.,one of the occupants of an asylum, hospital, orprison; by extension, one who occupies or lodges in any place ordwelling.So spake the enemy of mankind, inclos'd In serpent, inmate bad.Milton."
TRIGEMINAL,too_long,"Of, pertaining to, or designating, the fifth pair of cranialnerves, which divide on each side of the head into three mainbranches distributed to the orbits, jaws, and parts of the mouth;trifacial."
INTENTIONALLY,length_out_of_range,In an intentional manner; with intention; by design; ofpurpose.
LET,length_out_of_range,"To retard; to hinder; to impede; to oppose. [Archaic]He was so strong that no man might him let. Chaucer.He who now letteth will let, until he be taken out of the way. 2.Thess. ii. 7.Mine ancient wound is hardly whole, And lets me from the saddle.Tennyson."
CARL,too_long,"A kind of food. See citation, below.Caring or carl are gray steeped in water and fried the next day inbutter or fat. They are eaten on the second Sunday before Easter,formerly called Carl Sunday. Robinson's Whitby Glossary (1875)."
CONGRESSIONAL,length_out_of_range,"Of or pertaining to a congress, especially, to the Congress ofthe United States; as, congressional debates.Congressional and official labor. E. Everett.Congressional District, one of the divisions into which a State isperiodically divided (according to population), each of which isentitled to elect a Representative to the Congress of the UnitedStates."
MESH,contains_answer_or_variant,"The engagement of the teeth of wheels, or of a wheel and rack.Mesh stick, a stick on which the mesh is formed in netting."
RECEIVER,too_long,"A person appointed, ordinarily by a court, to receive, and holdin trust, money or other property which is the subject of litigation,pending the suit; a person appointed to take charge of the estate andeffects of a corporation, and to do other acts necessary to windingup its affairs, in certain cases. Bouvier."
LAB,length_out_of_range,To prate; to gossip; to babble; to blab. [Obs.] Chaucer.
VENERATION,too_long,"The act of venerating, or the state of being venerated; thehighest degree of respect and reverence; respect mingled with awe; afeeling or sentimental excited by the dignity, wisdom, or superiorityof a person, by sacredness of character, by consecration to sacredservices, or by hallowed associations.We find a secret awe and veneration for one who moves about us inregular and illustrious course of virtue. Addison."
BRUTISH,too_long,"Pertaining to, or resembling, a brute or brutes; of a cruel,gross, and stupid nature; coarse; unfeeling; unintelligent.O, let all provocation Take every brutish shape it can devise. LeighHunt.Man may... render himself brutish, but it is in vain that he wouldseek to take the rank and density of the brute. I. Taylor."
KATE,too_short_or_not_a_definition,The brambling finch.
INFERTILE,semicolon_dictionary_dump,"Not fertile; not productive; barren; sterile; as, an infertilesoil."
DIVERSION,too_long,"The act of drawing the attention and force of an enemy from thepoint where the principal attack is to be made; the attack, alarm, orfeint which diverts."
HALF,too_long,"In an equal part or degree; in some paas, half-colored, halfdone, half-hearted, half persuaded, half conscious. ""Half loth andhalf consenting."" Dryden.Their children spoke halfin the speech of Ashdod. Neh. xiii. 24"
